relation,relation_snippet,sentence,source
PER1 employee ORG1,employee,dow s industry peer ORG1 had elevated director PER1 to interim chief executive,hand_tagged
PAD unknown PAD,unknown,down at the hope anchor restaurant in LOC1 LOC2 dianna munz serves a barbecued ham and scallion hash with two fried eggs,hand_tagged
PER1 employee ORG1,employee,dows partnership with habitat remains strong because we are like minded in our desire to ensure that every family everywhere in the world has a safe comfortable energy efficient home said PER1 dows director of ORG1 and president of the dow chemical company foundation,hand_tagged
PAD unknown PAD,unknown,dr elizabeth patricia austen and joseph chappell hutcheson lawson were married last LOC2 the LOC1 in LOC2 fla,hand_tagged
PER1 employee ORG1,employee,dr finkelstein is the PER1 professor of management and director of the ORG1 at dartmouth college and the author of superbosses how exceptional leaders master the flow of talent,hand_tagged
PAD unknown PAD,unknown,dr jaclyn smith of LOC1 LOC2 the lead author of the study said codeine might prove effective in patients with other types of coughs,hand_tagged
PER1 employee ORG1,employee,dr lamattina quickly called PER1 ORG1 s chief executive to tell him that the researchers thought the trial should be stopped,hand_tagged
PAD unknown PAD,unknown,dr leith was born in LOC1 and received his degrees from LOC2,hand_tagged
PER1 employee ORG1,employee,dr PER1 chairman of the psychiatry department at ORG1 questioned this use of cancer patients,hand_tagged
PER1 employee ORG1,employee,dr PER1 chairman president and chief executive officer ORG1 said we have been working for the past 22 years to build an outstanding company with innovative disruptive technology solutions that transform businesses,hand_tagged
PER1 employee ORG1,employee,PER1 retired from ORG1 in october 2014 where he had been a senior advisor since 2003,hand_tagged
PER2 employee ORG1,employee,PER1 didn t clearly say that there would be additional stimulus in december so even though the euro has sold off it might not continue falling for long said PER2 senior fx analyst at ORG1 in tokyo,hand_tagged
PER1 employee ORG1,employee,dreamworld accounts for about 28 percent of ardents total earnings according to ORG1 negative customer sentiment is highly likely morgans analyst PER1 said in a note to clients cutting her recommendation on ardent leisure stock to hold from add,hand_tagged
PAD unknown PAD,unknown,drop by ORG1 brimming with covetable dish towels retro style posters and t shirts reading it s nice to have you in LOC1,hand_tagged
PAD unknown PAD,unknown,guidance analyst PER1 wrote that consensus estimates now reflect ORG1 s guidance cut in its q2 earnings report this month giving the stock potential for upside,hand_tagged
PER1 employee ORG1,employee,dte energy invests significant resources into ensuring our customers have access to safe reliable energy in the communities where we live and serve said PER1 president and chief operating officer ORG1 for dte energy,hand_tagged
PAD unknown PAD,unknown,during his studies he met PER1 the former democratic congressman from LOC1 who took an interest in his case,hand_tagged
PER1 employee ORG1,employee,during his tenure as president and chief executive officer of ORG1 mr PER1 established a strong platform and led the company through a period of substantial growth while increasing geographic and operational diversity and enhancing fee based cash flow,hand_tagged
PER1 employee ORG1,employee,during PER1 s tenure as chairman the ORG1 tackled net neutrality helped block comcast s merger with time warner cable and pushed a proposal to change how the majority of u s households get cable boxes,hand_tagged
PER1 employee ORG1,employee,during prohibition freeport was a major center for liquor smuggling because of its proximity to offshore rum running vessels said PER1 a folklorist and executive director of ORG1 a heritage preservation organization,hand_tagged
PAD unknown PAD,unknown,during that time he opened two hotels and a hospital in his hometown LOC1 LOC2,hand_tagged
PAD unknown PAD,unknown,during the early 1930 s he owned a butter and egg business in LOC1 according to an old LOC2 directory,hand_tagged
PER1 employee ORG1,employee,during the most recent quarter world renowned investor david PER1 trades portfolio showed staunch conviction on ORG1 while adding just two new positions to his appaloosa management portfolio PER1 increased his ORG1 agn stake by 352 making it his fourth largest position,hand_tagged
PAD unknown PAD,unknown,during the PER1 wars LOC1 aided irish rebels to undermine LOC2 and polish nationalists against LOC3,hand_tagged
PAD unknown PAD,unknown,during world war ii he was a captain in the air transport command stationed in LOC1 LOC2,hand_tagged
PER1 employee ORG1,employee, ORG1 said tuesday that its chief financial officer PER1 is stepping down to return to the u s with his family the company said the process for selecting a successor is underway,hand_tagged
PAD unknown PAD,unknown,e lee junior high in montgomery LOC1 the LOC2 the earth the universe,hand_tagged
PAD unknown PAD,unknown,e mail modernlovenytimes com modern love irene sherlock is an administrator at LOC1 in LOC2 conn,hand_tagged
PAD unknown PAD,unknown,earlier dr mellink participated in digs near LOC1 on the mediterranean coast and gordion near ankara in central LOC2,hand_tagged
PER1 employee ORG1,employee,earlier dr PER1 was executive vice president at ORG1 which he joined in 2006,hand_tagged
PER1 employee ORG1,employee,earlier in july dolatabadi said indictments had been filed against british iranian PER1 an employee of the ORG1,hand_tagged
per1 employee org1,employee,earlier in the year mountain view california based ORG1 sold data storage unit veritas to carlyle group lp for 7 4 billion with the combination of norton and lifelock we will be able to deliver comprehensive cyber defense for consumers ORG1 chief executive officer PER1 said in the statement,hand_tagged
pad unknown pad,unknown,the new york times silicon valley has autonomy,hand_tagged
pad unknown pad,unknown,ORG1 is partnering with italys PER1 formerly alenia aermacchi on a modified m 346 training jet built by the italian firm and designated the t 100 the air force released its final draft rfp last month and is expected to have the final document released late this year or early next,hand_tagged
pad unknown pad,unknown,in LOC1 queen elizabeth ii bowed her head for those two minutes at noon after a service at st giles cathedral in LOC2,hand_tagged
pad unknown pad,unknown,PER1 owns more than 8 million square feet of buildings around and on top of the existing station including 1 and 2 PER2 plaza,hand_tagged
pad unknown pad,unknown,follow him on twitter notteham fort collinsitaly,hand_tagged
pad unknown pad,unknown,PER1 now has possession of the letters that PER2 helped smuggle out for june,hand_tagged
per1 employee org1,employee,ORG1 writer PER1 contributed to this report from baghdad,hand_tagged
pad unknown pad,unknown,view source version on businesswire com http www businesswire com news home 20160825006028 en fitch ratingsprimary analystpeter molicasenior directorfitch ratings inc 33 ORG1 ny 10004orsecondary analystkathleen connellydirectororcommittee chairpersonrobert hornicksenior directorormedia relations PER1 1 212 908 0540alyssa castelli fitchratings com,hand_tagged
pad unknown pad,unknown,PER1 now 57 knew it was a tough neighborhood when she started visiting PER2 in 1974,hand_tagged
pad unknown pad,unknown,last month PER1 s oil minister ORG1 said opec was unlikely to cut production for the rest of the year,hand_tagged
pad unknown pad,unknown,the u s open has a way of exposing golf for what it really is an elaborate exercise in self torment,hand_tagged
PER1 employee ORG1,employee,officer PER1 of the ORG1 who was nearby arrived within about a minute and warned mr artan to drop his knife the authorities said,hand_tagged
pad unknown pad,unknown,mrs petraske started with a ORG1 a drink invented for her by PER1 sashas partner in the pioneering queens bar dutch kills,hand_tagged
PER1 employee ORG1,employee,we re potentially prompting a recession here said PER1 senior vice president at ORG1 in LOC1,hand_tagged
pad unknown pad,unknown,mr trump voluntarily filed the disclosure with the assistance of the ORG1 following a practice of PER1 obama,hand_tagged
pad unknown pad,unknown,everything basically worked out for PER1 in PER2 s the martian,hand_tagged
pad unknown pad,unknown,trumps invocation at the debate of clintons wikileaks e mails and support for the ORG1 was designed to turn off PER1 supporters,hand_tagged
pad unknown pad,unknown,mr PER1 will be eligible to participate in ORG1 s non employee director compensation program,hand_tagged
pad unknown pad,unknown,PER1 s president gen LOC1 on thursday sharply called on britain to address extremists who operate with full impunity on british soil,hand_tagged
pad unknown pad,unknown,PER1 uses a crude term to describe trump as PER2 s sexual boy toy,hand_tagged
pad unknown pad,unknown,mr bush said he and PER1 s president gen LOC1 had discussed a civilian nuclear program for PER1 during talks on saturday morning,hand_tagged
PER1 employee ORG1,employee,PER1 is a ORG1 gadfly columnist covering biotech pharma and health care,hand_tagged
PER1 employee ORG1,employee,we expect annes knowledge and experience in the healthcare industry coupled with her deep executive leadership and financial planning background to be valuable assets to the ORG1 and leadership team said ms PER1,hand_tagged
pad unknown pad,unknown,ORG1 usa makes up approx 0 16 of PER1 p j investment management incs portfolio,hand_tagged
PER1 employee ORG1,employee,PER1 chairman of ORG1 focusing on sponsorship which goes beyond mentoring and requires a commitment to identify and prepare future leaders,hand_tagged
pad unknown pad,unknown,the stake was bought by ORG1 cenx PER1 joint venture partner in the plant,hand_tagged
PER1 employee ORG1,employee,PER1 a supervisory special agent for the ORG1,hand_tagged
pad unknown pad,unknown,toyota motor corp last year handed an undisclosed sum to uber technologies inc while volkswagen ag ploughed 300 million into gett an uber rival,hand_tagged
pad unknown pad,unknown,they invariably run out of water before ms arvisos next visit PER1 a retired miner lives 30 miles from the ORG1,hand_tagged
PER1 employee ORG1,employee,we re confident this partnership will help drive larger audiences to our shows said PER1 ORG1 s marketing and communications head,hand_tagged
PER1 employee ORG1,employee,PER1 a ORG1 executive and republican fundraiser who has been outspoken in her opposition to mr trump endorsed mr gottheimer,hand_tagged
pad unknown pad,unknown,LOC1 LOC2 has blocked a ORG1 statement condemning LOC3 s human rights record at a united nations body sparking criticism from rights groups,hand_tagged
per1 employee org1,employee,PER1 ORG1 chief executive tells the wsjs costas paris and dominic chopping the top 20 global operators could be cut down to a handful in a few years as carriers adjust to changing competitive currents,hand_tagged
PER1 employee ORG1,employee,it feels in many ways like competing with microsoft in the 90s said PER1 a venture capitalist with ORG1,hand_tagged
pad unknown pad,unknown,PER1 directed from a screenplay by PER2 PER3 and PER4,hand_tagged
pad unknown pad,unknown,nina PER1 and PER2 contributed to this article,hand_tagged
per1 employee org1,employee,PER1 ORG1 s chief financial officer said the best way to describe the quarter was it wasn t so much about tailwinds as it was about not having so many headwinds,hand_tagged
per2 employee org1,employee,top coaches including PER1 of the goldengolden state warriors and PER2 of the ORG1 have been critical of PER3,hand_tagged
pad unknown pad,unknown,PER1 47 and his husband PER2 35 skipped the parade in favor of the march,hand_tagged
per1 employee per2,employee,PER1 a spokesman for acting u s attorney PER2 declined to comment,hand_tagged
per1 employee org1,employee,now 1984 a play by PER1 and PER2 based on the novel is opening on broadway on thursday,hand_tagged
pad unknown pad,unknown,PER1 s youngest son PER2 28 has been working at his music career for longer than a minute,hand_tagged
pad unknown pad,unknown,PER1 and PER2 followed in signing the second peace treaty,hand_tagged
per1 employee org1,employee,PER1 a true god of investments says much the same thing eloquently in his most recent annual report for ORG1,hand_tagged
per1 employee org1,employee,the majority effectively dismissed the lawsuit against mr ashcroft mr mueller and PER1 a former commissioner for the ORG1,hand_tagged
per1 employee org1,employee,PER1 president of the ORG1 discussed the issue in a recent speech,hand_tagged
pad unknown pad,unknown,editing by PER1 and PER2,hand_tagged
pad unknown pad,unknown,security minister PER1 told radio francefrancenational on monday that five terrorists were killed in operations that continued throughout the night,hand_tagged
pad unknown pad,unknown,executive overseeing the company s 15 billion expansionmidlandone questionbruce niemeyerll will we make money,hand_tagged
per1 employee org1,employee,mr seacrest neglected to ask ms remini about mr cruise s public brawl with PER1 the head of ORG1 and paramount pictures,hand_tagged
per1 employee org1,employee,she was until february a producer in washington for the PER1 news program inside politics with ORG1,hand_tagged
pad unknown pad,unknown,i didn t even have to think about it said PER1 whose sister PER2 a first grade teacher died in the shooting,hand_tagged
per1 employee org1,employee,PER1 brings a strong degree of credibility to ORG1 which its current management team lacks PER2 said,hand_tagged
per1 employee org1,employee,toronto ontario thenewswire august 24 2016 toachi mining inc toachi or the company tsx v tim is pleased to announce that peter nixon and PER1 have been appointed to the ORG1 effective immediately,hand_tagged
pad unknown pad,unknown,now we are the champions so hopefully this win will boost pakistan cricket and hopefully all playing nations is coming to pakistan,hand_tagged
per1 employee org1,employee,that by election has its own idiosyncrasies so it s important not to overinterpret things said ORG1 currency strategist PER1,hand_tagged
pad unknown pad,unknown,PER1 told a LOC1 radio station that he had served as an alternate and would have voted to convict PER2,hand_tagged
per1 employee org1,employee,this time the former hotshot PER1 voiced by PER2 is a,hand_tagged
per1 employee org1,employee,then again consider this roster of the greatest home cooks compiled by epicurious PER1 PER2 PER3 PER4 m f k,hand_tagged
pad unknown pad,unknown,ORG1 was down 13 and PER1 fell 11,hand_tagged
pad unknown pad,unknown,PER1 the caddie for PER2 said a tournament volunteer from the area had called the course tick central,hand_tagged
pad unknown pad,unknown,in addition to her son PER1 she is also survived by their daughter PER2 a stepson ollie and three grandchildren,hand_tagged
pad unknown pad,unknown,for example human o k google when does flight 3459 from delta air lines arrive at la guardia airport,hand_tagged
pad unknown pad,unknown,ORG1 writers lolita c baldor and PER1 in baghdad PER2 and salar salim in irbil iraq and maamoun youssef in cairo contributed to this report,hand_tagged
pad unknown pad,unknown,john pitzer ORG1 71 and PER1 did the july quarter only benefit from builds in the month of july or did builds happen earlier in july quarter than we thought,hand_tagged
pad unknown pad,unknown,write to PER1 at erica phillipswsj com and PER2 at jennifer smithwsj com,hand_tagged
per1 employee org1,employee,the recent stall in homebuilding is bad news for growth said PER1 chief economist at ORG1 in LOC1,hand_tagged
per1 employee org1,employee,ORG1 PER1 called the blow a worst case scenario for bristol,hand_tagged
pad unknown pad,unknown,musically PER1 has spawned emulators moody alienated minor key loving outsiders and misfits like PER2 who had the no,hand_tagged
per1 employee org1,employee,few designers understand their times more intimately than PER1 who has made the quintessential london girl the soul of ORG1,hand_tagged
per1 employee org1,employee,PER1 s leave of absence from ORG1 makes just about everyone unhappy,hand_tagged
per1 employee org1,employee,last tuesday at his urging it voted to replace mr pischetsrieder with the head of volkswagen s PER1 division ORG1,hand_tagged
pad unknown pad,unknown,PER1 who with her husband PER2 owns no,hand_tagged
pad unknown pad,unknown,new york governor andrewandrew cuomo warned of a summer of hell as amtrak corp which owns penn station does track work starting next month,hand_tagged
per1 employee org1,employee,now watching paused up next 1 54 apple iphone upgrade cycle getting longer analyst customers are holding off despite performance upgrades in the iphone 7 and waiting for the iphone 8 says PER1 research director at ORG1,hand_tagged
pad unknown pad,unknown,your stepdaddy is a revolutionary PER1 played by PER2 tells the young PER3,hand_tagged
per1 employee org1,employee,PER1 remembers well his first summer job interview for ORG1 in 1982,hand_tagged
pad unknown pad,unknown,mr flynn was fired for misleading vice president PER1 about the nature of a call with the russian ambassador to the LOC1,hand_tagged
per1 employee org1,employee,PER1 manager ORG1 spain who followed her mothers advice and ignored those who wanted to limit her future,hand_tagged
pad unknown pad,unknown,vmware lawsuit fallout causes funding issues for gpl lobby group,hand_tagged
per1 employee org1,employee,there hasn t been a rash of earnings misses but when you are in line and you have lukewarm forward guidance the market doesn t get very excited about that especially considering that expectations are already low said PER1 chief investment officer for ORG1,hand_tagged
pad unknown pad,unknown,ORG1 supporters can t wait to blame the coming premium increases on the uncertainty caused by PER1,hand_tagged
pad unknown pad,unknown,PER1 s founding prime minister LOC1 under whose watch the ukai dam was built called them modern temples of his newly sovereign nation,hand_tagged
per1 employee org1,employee,he will be replaced by PER1 the head of the ORG1 division at the end of the year,hand_tagged
pad unknown pad,unknown,LOC1 the thudding of helicopter rotors jolted PER1 awake after midnight on monday morning,hand_tagged
per1 employee org1,employee,the budget chains are also mainstays of a large discount sector in germany which accounts for about 40 percent of the market in france low wage growth has meant that customers are undoubtedly shopping to a budget in the countrys grocery stores said PER1 an analyst with ORG1,hand_tagged
per1 employee org1,employee,ORG1 card members then enter their americanexpress com account login information and choose their card to pay for their avis or budget reservation amex express checkout delivers a simple and secure checkout process for our card members and merchants said PER1 vice president digital partnerships and development ORG1,hand_tagged
pad unknown pad,unknown,in a blow to sony mr erlicht 48 and mr van amburg 46 will start at apple by the end of summer,hand_tagged
per1 employee org1,employee,the potential leak was particularly troubling to PER1 ORG1 s general counsel according to the executives,hand_tagged
pad unknown pad,unknown,PER1 had PER2 in her freshman year and liked his class mr paguirigan said,hand_tagged
pad unknown pad,unknown,PER1 said in a statement that its acquisition of ORG1 represents a major development for its automotive activities,hand_tagged
pad unknown pad,unknown,his youtube channel lists titles like i ve further evidence linking PER1 to the murder of PER2 mr,hand_tagged
per1 employee org1,employee,meanwhile the tech heavy nasdaq composite index comp 0 15 was up 11 49 points or 0 2 at 5 240 15other market participants believe that the market has become too focused on ultraloose monetary policy and the feds moves the obsession with low interest rates has brainwashed investors said PER1 managing director at economic advisory firm the ORG1,hand_tagged
pad unknown pad,unknown,the deal calls for PER1 and ORG1 to launch an independent company with the exclusive rights to market,hand_tagged
pad unknown pad,unknown,peer next plays 14th seeded PER1 of LOC1,hand_tagged
per1 employee org1,employee,non member russia also pumping at a post soviet record will cut by as much as 300 000 barrels a day conditional on its technical abilities energy minister alexander novak said in moscow what was announced so far is bullish but january is still far away said PER1 an analyst at ORG1,hand_tagged
pad unknown pad,unknown,reporting by PER1 editing by PER2,hand_tagged
pad unknown pad,unknown,i think it s time that we start focusing all of our attention on health care said senator PER1 a LOC1 democrat,hand_tagged
per1 employee org1,employee,microsoft has shared gross profit margins for its cloud business on occasion before but recently said it would do so more explicitly in its earnings statements the more details you get the better said PER1 an analyst at ORG1,hand_tagged
per1 employee org1,employee,the thriving and diverse restaurant scene in the bayou city can now be conveniently delivered to your door for free delivery with no menu markups through ORG1 on prime now said PER1 general manager ORG1,hand_tagged
per1 employee org1,employee,so did philip schiller apples senior vice president of marketing during an interview at the event wednesday apple like other device makers has an interest in establishing at least two suppliers of key components said PER1 an analyst at ORG1,hand_tagged
per1 employee org1,employee,that gutted margins across the industry bankrupting at least 30 companies and making most companies unprofitable for years the adr buyback would help seek better financing channels for the companies said PER1 former executive general manager of the equity division at ORG1,hand_tagged
per1 employee org1,employee,theyre used to fat profit margins while carmakers survive on net margins well below 10 percent for a quality apple branded car they could probably get a healthy margin said PER1 an analyst at the ORG1,hand_tagged
per1 employee org1,employee,even if those investors can attract more capital the best they can do with it is stem the tide we have to figure out how to build more housing whether its a single family house or an apartment building said PER1 managing director at ORG1,hand_tagged
per1 employee org1,employee,toronto big cable providers may get a reprieve from customers ditching their cable packages in favour of streaming platforms like netflix as they start to lure cord cutters back with so called internet protocol television iptv could be the saving grace for traditional cable providers says PER1 a senior equity analyst at ORG1,hand_tagged
pad unknown pad,unknown,sika family files fresh lawsuit over saint gobain sale,hand_tagged
pad unknown pad,unknown,he died midafternoon monday surrounded by his family according to a statement from his parents PER1 and PER2 and his family,hand_tagged
per1 employee org1,employee,investors also continue to seek clues on whether the bank of japan will add to its already record stimulus it does appear as if a minority of investors are attempting to bring the market down before ms yellens speech said PER1 general manager for the economic research department at ORG1,hand_tagged
per1 employee org1,employee,emmy winning producer PER1 was hired from ORG1 to drive the shows editorial direction the first episode invites viewers to take a flight in an f 18 fighter jet and to spectate a hot air balloon festival in albuquerque gannet isnt the only news publisher pushing into virtual reality,hand_tagged
pad unknown pad,unknown,in an interview on july 29 PER1 s president LOC1 said there were no training camps operating in PER1 with government support,hand_tagged
per1 employee org1,employee,while you may take a distribution from a 529 account for any reason a gift to a charity isnt considered a qualified educational expense by the internal revenue service says PER1 a senior financial planner for asset manager ORG1,hand_tagged
per1 employee org1,employee,that pitch was enough to get going says PER1 a partner with vc firm ORG1,hand_tagged
per1 employee org1,employee,PER1 ORG1 operations integration manager has termed friday s installation a very significant milestone on the path to the establishment of commercial crew capability,hand_tagged
pad unknown pad,unknown,rsop had two partners but ORG1 had only one ORG1 didnt appear to have any employees,hand_tagged
per1 employee org1,employee,PER1 the president of ORG1 and abc sports said this is a balancing act,hand_tagged
per1 employee org1,employee,mr PER1 was employed by ORG1 since 1982,hand_tagged
per1 employee org1,employee,took to address domestic violence were tough enough as the league weighs the removal of key players from the field against satisfying victims advocates who urge no tolerance for any abuse goodell can say this is our standard and we look at each case individually said PER1 the director of the sports business program at ORG1,hand_tagged
per1 employee org1,employee,though thats a drop in the bucket compared with smartphones the research and consulting firm expects those sales to nearly double by 2020 for most people connected homes remain a ways off said PER1 an analyst with research firm ORG1,hand_tagged
per1 employee org1,employee,it s a really exciting sphere to be working within said PER1 director of ORG1,hand_tagged
per1 employee org1,employee,he is surgeon in chief at womens college hospital in toronto busy hospitals may also benefit from experienced teams who care for patients before throughout and after surgery says dr PER1 director of the department of surgery at ORG1,hand_tagged
per1 employee org1,employee,elon is killing his dream gerber said his firm has been selling some of its tesla shares since the merger was announced because the cash burn may be too much if the companies are combined the cash burn is pretty severe and the timeline of events speaks to the companys credibility said PER1 an analyst at ORG1,hand_tagged
per1 employee org1,employee,rosenstein wrote a memo in may to trump strongly criticizing ORG1 director PER1 s performance,hand_tagged
pad unknown pad,unknown,there are also current and former times contributors like PER1 PER2 and ruth reichl,hand_tagged
pad unknown pad,unknown,PER1 on the other hand had its stake in ORG1 nasdaq aapl increased by 55 to 15 2 million shares worth 1 45 billion bullish on mylan nvduring the second quarter einhorn and his team boosted their funds investment in mylan nv nasdaq myl by 71 amassing 4 94 million shares valued at 214 million at the end of june,hand_tagged
pad unknown pad,unknown,management modestly lowered its fy2015 revenue guidance range from 4 05 4 11b to 4 03 4 05b analyst PER1 commented ORG1 reported f3q revenue of 1 01b which was 1 above our consensus like estimate of 1 0b,hand_tagged
per1 employee org1,employee,when theres a big number people right away get that something is happening at that firm its a negative said PER1 a partner at new yorkbased executivesearch firm ORG1,hand_tagged
per1 employee org2,employee,read ORG1 is the latest to raise drug prices despite public outcry the company has used enbrel price increases to propel more than 80 of its operating income growth over the last six quarters according to ORG2 analyst PER1 who deemed the move devastating and game over for ORG1,hand_tagged
pad unknown pad,unknown,yeah but he gives it away said representative PER1 a republican from LOC1,hand_tagged
per1 employee org1,employee,the board of arconic will include former medtronic chairman ceo arthur collins jr delphi automotive chairman rajiv gupta former merrill lynch co inc chairman ceo e stanley oneal former trw automotive chairman president ceo john plant hewlett packard enterprise chairman patricia russo and PER1 former partner and the head of the new york office ORG1,hand_tagged
per1 employee org1,employee,it reported no jpmorgan stake as of june 30 before joining ORG1 PER1 ,hand_tagged
per1 employee org1,employee,margins in software services are higher than hardware because they bring recurring revenue and there are fewer people involved on the cost side said PER1 an analyst at ORG1,hand_tagged
per1 employee org1,employee,we are very pleased to sign our first contract in china with such an experienced proven partner in a province with such a large potential for ORG1 s solution said PER1 executive chairman of ORG1,hand_tagged
per1 employee org1,employee,PER1 who joined ORG1 in 2011 and PER2 who arrived a year later have shown a willingness to wade into corners of the market that mr buffett wont touch including the tech sector,hand_tagged
per1 employee org1,employee,we do the whole cowboy thing of get on your horse take your gun shoot the problem and then you move on and everythings fine said PER1 a retired professor of social work at ORG1,hand_tagged
pad unknown pad,unknown,the group known as the all parties hurriyat conference recently met with president PER1 of LOC1,hand_tagged
per1 employee org1,employee,this is what happens when you have fixed expenditures with non permanent source of revenues said PER1 an emerging markets analyst with ORG1,hand_tagged
per1 employee org1,employee,manufacturing functions within ORG1 will be led by current ORG1 operations general manager PER1,hand_tagged
per1 employee org1,employee,mr barlow wrote by e mail referring to mr brin mr page and PER1 ORG1 s chief executive,hand_tagged
per1 employee org1,employee,economists surveyed by bloomberg forecast the boe will cut its benchmark interest rate to 0 1 percent next month even though 1 percent is still some way off the bank of englands 2 percent inflation target the impact of currency changes works with a lag so further rises in cpi should be expected said PER1 investment director at ORG1,hand_tagged
per1 employee org1,employee,the total traded volume was 1 697 642 shares in a related news the ORG1 has divulged that PER1 officer evp cust,hand_tagged
per1 employee org1,employee,oakland homes were on the market an average of 20 days fewer than the 34 days in san francisco most markets would be pleased if they averaged asking price or 1 or 2 over asking price says PER1 chief market analyst at ORG1,hand_tagged
pad unknown pad,unknown,PER1 PER2 and PER3 wrote the script,hand_tagged
per1 employee org1,employee,PER1 chief executive officer at ORG1 discusses results as full year profit fell by 81 percent and offers his outlook on commodities prices m a strategy and rebalancing of commodities markets,hand_tagged
per1 employee org1,employee,we are now seeing the results of good cooperation between ORG1 its partners and suppliers said PER1 chief executive officer at ORG1,hand_tagged
pad unknown pad,unknown,the ORG1 PER1 said its fully autonomous autopilot is nearly ready to take the wheel,hand_tagged
per1 employee org1,employee,sap business one is an elegant well balanced solution that seamlessly integrates our three core business processes accounting container management logistics and sales crm into an all in one intuitive interface says PER1 business development manager for ORG1,hand_tagged
pad unknown pad,unknown,PER1 s also downgraded the ORG1 subsidiaries of the australian banks in line with their parents,hand_tagged
per1 employee org1,employee,this year ORG1 has added delivery capabilities of its own as well as arranging capacity with its partners mr PER1 said on an analyst call ORG1 also is shipping more units because it has expanded a program to handle third party seller merchandise fulfillment by ORG1,hand_tagged
per1 employee org1,employee,parks father park chung hee the former military dictator was assassinated in 1979 by PER1 the director of the ORG1,hand_tagged
pad unknown pad,unknown,PER1 delivered a 78 page powerpoint presentation which was reviewed by ORG1 to executives and money managers afterward PER2 overhauled harvards compensation and benchmarks making targets harder to beat,hand_tagged
pad unknown pad,unknown,lrem orem will work for the greatest integration for these new members he said june 8 on ORG1,hand_tagged
per1 employee org1,employee,the bigger banks are in attack mode trying to get more customers to use their cards online said PER1 a partner at ORG1 who specializes in banking and financial services,hand_tagged
per1 employee org1,employee,he wasnt at the tax agency at the time top managers at the ORG1 resigned or retired and president PER1 tapped mr koskinen to fix the ORG1,hand_tagged
per1 employee org1,employee,markets are at a turning point as the prospect of a fed hike grows and as the limits of monetary policy are reached says ORG1 s PER1,hand_tagged
per1 employee org1,employee,its about the drivers comfort explained PER1 a product planning manager at ORG1,hand_tagged
per1 employee org1,employee,many actively pick stocks and have been unsettled by huge flows of money that by contrast often fail to discriminate between good and bad companies the negative interest rate environment has created a more challenging backdrop for hedge funds says PER1 fund manager at ORG1 0 00 plc,hand_tagged
per1 employee org1,employee,oakland homes were on the market an average of 20 days fewer than the 34 days in san francisco most markets would be pleased if they averaged asking price or 1 or 2 percent over asking price said PER1 chief market analyst at ORG1,hand_tagged
per1 employee org1,employee,spicer has weathered intense speculation about his job security which peaked after trump s may 9 firing of ORG1 director PER1,hand_tagged
per1 employee org1,employee,ORG1 is proud to bring our industry leading health it and enterprise solutions to thet4ng portfolio to support the vas modernization and to fulfill the national promise to deliver high quality veterans services said PER1 a managing director at ORG1,hand_tagged
per1 employee org1,employee,the gains have pushed the equity benchmarks valuation relative to future earnings to the highest in more than a decade the fed is in neutral while other central banks are accommodative so that will keep the market sideways said PER1 regional investment manager for the ORG1,hand_tagged
pad unknown pad,unknown,we re seeing dozens of new patients a day including children and the elderly said julia schuerch an ORG1 emergency specialist in LOC1,hand_tagged
pad unknown pad,unknown,mr PER1 earned his bachelor s degree in business management from the ORG1,hand_tagged
pad unknown pad,unknown,shares of mcdonald s rose 1 08 or less than one percent to 152 25 in morning new york stock exchange trading,hand_tagged
per1 employee org1,employee,there was criticism from the progressive wing when PER1 the chief operating officer at ORG1 and a former treasury official was rumored to be a candidate for the treasury post,hand_tagged
per1 employee org1,employee,PER1 director of the ORG1 cast doubt on the report baghdadi may have been killed,hand_tagged
per1 employee org1,employee,it will be a dramatic day for sure but i will stay calm said the PER1 s president ORG1,hand_tagged
pad unknown pad,unknown,the LOC1 ORG1 cut its estimate for second quarter gdp to a 2 9 percent annualized rate from a 3 2 percent pace,hand_tagged
per1 employee org1,employee,the aim is to eliminate the tower of babble plaguing medical data today by converting medical records that can appear incomprehensible into information that both humans and machines can digest and use apple so far has focused on healthcare information gathered outside the clinical spectrum said PER1 senior analyst for healthcare technology at ORG1,hand_tagged
per1 employee org1,employee,the economic expansion is one of the longest on record so it follows we are due for a recession that fear especially given how bad the last downturn was has weighed on investors companies and government officials those fears are misplaced says PER1 co director for the ORG1 at johns hopkins university,hand_tagged
per1 employee org1,employee,scientists using functional mris to study listeners and speakers have found that they are dynamically coupled with speakers and listeners brains reacting and adapting to signals from each other says a 2016 study co written by PER1 an associate professor of psychology and neuroscience at ORG1,hand_tagged
per1 employee org1,employee,the two have been meeting quarterly for several years to discuss business says mr PER1 who is now also a managing partner at ORG1 a philadelphia investment firm that bought blue track media in 2014,hand_tagged
per1 employee org1,employee,fbi director PER1 has again defied the official ORG1 line on policing and the black lives matter movement,hand_tagged
pad unknown pad,unknown,PER1 or PER2 or PER3,hand_tagged
per1 employee org1,employee,it could very well happen among the contenders he met with was PER1 a hard charging retired ORG1 general,hand_tagged
per1 employee org1,employee,we now are extending our work to the hidden community health worker those family members who are caring for loved ones with advanced illness and chronic conditions said PER1 executive director of the ORG1,hand_tagged
per1 employee org1,employee,source ORG1 07 04 PER1 analyst at ORG1 and horace dediu founder of asymco discuss the release of the new iphone 7 with ORG2 s emily chang on ORG3 west,hand_tagged
